1	0
2	0.01332151
3	0.03001278
4	-0.01823267
5	-0.008687429
6	0.01268839
7	0.01224005
8	-0.01420048
9	0.008767571
10	-9.160741e-05
11	-0.007600239
12	-0.02916227
13	0.007685577
14	-0.01301653
15	-0.003158137
16	0.003231202
17	0.01241072
18	-0.0253588
19	0.01759639
20	0.003657455
21	0.009657034
22	0.0007449406
23	0.005797054
24	0.01881887
25	0.02791027
26	0.01494015
27	-0.0008820913
28	-0.01960551
29	0.008223554
30	-0.01573021
31	-0.01361371
32	-0.0104881
33	-0.004764234
34	0.01017062
35	0.02280704
36	-0.01300628
37	-0.02457746
38	-0.009154567
39	0.007145763
40	-0.01690443
41	-0.007628315
42	0.01579762
43	0.003098856
44	-0.01225768
45	0.01683853
46	0.008177753
47	-0.005985716
48	0.01227197
49	0.008743485
50	-0.00117215
51	-0.006834367
52	0.01152546
53	-0.002487724
54	0.008807804
55	0.005502785
56	0.008997917
57	0.001079778
58	0.01516086
59	-0.009857559
60	0.006824051
61	0.00382783
62	-0.007530098
63	0.001878773
64	0.01302791
65	0.007474974
66	-0.01910388
67	0.01899212
68	-0.002584204
69	-0.002478556
70	-0.005401641
71	-0.01238748
72	-0.01326422
73	-0.002499817
74	0.01280206
75	0
76	0
77	-0.001993467
78	-0.0129283
79	-0.005779305
80	0.002901788
81	-0.02516637
82	-0.00380041
83	0.006957326
84	-0.008849278
85	-0.0008487129
86	-0.006744063
87	0
88	0.0164963
89	0.02060633
90	0.01639174
91	0.0114663
92	-0.01860662
93	-0.001422603
94	-0.001667547
95	-0.009760058
96	-0.007870768
97	-0.004892805
98	-0.005134021
99	-0.000103167
100	0.001090859
101	-0.01773619
102	0.001147764
103	0.01017276
104	0
105	-0.004722346
106	0.003170755
107	0.007506095
108	-0.001194588
109	0.002317284
110	0.006559066
111	0
112	0.01057423
113	-0.01485382
114	-0.006287913
115	-0.00830683
116	-0.006922043
117	-0.005152337
118	-0.00723019
119	0
120	0.002720938
121	0.00287491
122	0.02163996
123	0.006950105
124	0.007551637
125	0.005004707
126	0.01235845
127	-0.00308987
128	0.005854725
129	-0.003313468
130	-0.00808996
131	0.01865568
132	-0.004746799
133	0.009866028
134	-0.005704165
135	0.009680396
136	-0.004636144
137	-0.007424079
138	0.004316117
